,ed_num,ed_name,pd_num,pd_sufx,pd_ltr,type,adv_num,site_name,site_name_fr,addr,addr_fr,municipality,municipality_fr,province,post_code,lat,lon,confidence,quality,score,easting,northing
40221,35061,Mississauga--Lakeshore,500,0,B,Mobile,611,The Wenleigh,The Wenleigh,2065 Leanne Boulevard,"2065, boulevard Leanne",Mississauga,Mississauga,ON,L5K 2L6,43.524277224594215,-79.65156563500506,8.0,PointAddress,100.0,88686070.01770699,57543784.061622694
40222,35061,Mississauga--Lakeshore,501,0,,Mobile,606,Kingsmere on The Park,Kingsmere on The Park,880 Dundas Street West,"880, rue Dundas Ouest",Mississauga,Mississauga,ON,L5C 4H3,43.56190869383711,-79.6374708200996,8.0,PointAddress,100.0,88554046.26809482,57529130.5142054
40223,35061,Mississauga--Lakeshore,501,0,,Mobile,606,Trillium Health Centre (Continuing Care),Trillium Health Centre (Continuing Care),100 Queensway  West,100 Queensway  West,Mississauga,Mississauga,ON,L5B 1B8,43.57225772211366,-79.60958826398017,8.0,PointAddress,100.0,88345549.82558686,57417467.44627291
40224,35061,Mississauga--Lakeshore,502,0,,Mobile,609,Port Credit Residences,Port Credit Residences,33 Hurontario Street,"33, rue Hurontario",Mississauga,Mississauga,ON,L5G 3G8,43.556278315309484,-79.58307179528552,9.0,PointAddress,100.0,88169035.903685,57278530.54641933
40225,35061,Mississauga--Lakeshore,502,0,,Mobile,609,Walden Circle,Walden Circle,1907 Lakeshore Road,1907 Lakeshore Road,Mississauga,Mississauga,ON,L5J 1J6,43.51410587595922,-79.6266290397308,9.0,PointAddress,99.62,88514705.28224039,57418590.178157486
40226,35061,Mississauga--Lakeshore,503,0,,Mobile,610,Carmel Heights,Carmel Heights,1720 Sherwood Forrest Circle,1720 Sherwood Forrest Circle,Mississauga,Mississauga,ON,L5K 1R1,43.540913063088276,-79.65851596016483,9.0,StreetAddress,100.0,88722797.07764412,57596685.83322555
40227,35061,Mississauga--Lakeshore,503,0,,Mobile,610,Erin View,Erin View,2132 Dundas Street West,"2132, rue Dundas Ouest",Mississauga,Mississauga,ON,L5K 2K7,43.53433903805737,-79.66892123827205,8.0,PointAddress,100.0,88803383.03195176,57635126.80413742
40228,35061,Mississauga--Lakeshore,504,0,,Mobile,612,Mississauga Long Term Care,Centre de soins prolongés,26 Peter Street North,"26, rue Peter Nord",Mississauga,Mississauga,ON,L5H 2G7,43.54975663890019,-79.59067426715322,9.0,PointAddress,100.0,88228499.2573569,57303978.88421014
40229,35061,Mississauga--Lakeshore,504,0,,Mobile,612,Sheridan Villa,Sheridan Villa,2460 Truscott Drive,2460 Truscott Drive,Mississauga,Mississauga,ON,L5J 3Z8,43.51078877601136,-79.64897241476731,9.0,PointAddress,100.0,88678265.8860314,57514620.440527804
40230,35061,Mississauga--Lakeshore,505,0,A,Mobile,605,Wawel Villa,Villa Wawel,880 Clarkson Road South,880 Clarkson Road South,Mississauga,Mississauga,ON,L5J 2V3,43.51425743431016,-79.6204974862663,9.0,StreetAddress,100.0,88470548.95975631,57391324.437692896
40232,35061,Mississauga--Lakeshore,505,0,B,Mobile,605,The Regency Retirement Home,The Regency Retirement Home,29 Mississauga Road North,29 Mississauga Road North,Mississauga,Mississauga,ON,L5H 2H7,43.5489524493909,-79.59117662193465,8.0,PointAddress,100.0,88232731.90398917,57305180.31393553
40837,35064,Nepean,500,0,,Mobile,610,Barrhaven Manor,Barrhaven Manor,110 Berrigan Drive,110 Berrigan Drive,Nepean,Nepean,ON,K2J 5A6,45.277966071296895,-75.74256417150454,9.0,PointAddress,100.0,66789334.85959904,46244983.403259605
40838,35064,Nepean,500,0,,Mobile,610,Longfields Manor,Manoir Longfields,330 Beatrice Drive,330 Beatrice Drive,Nepean,Nepean,ON,K2J 5A5,45.280533187316266,-75.72920657017077,9.0,PointAddress,100.0,66736116.86710124,46213224.488245495
40839,35064,Nepean,500,0,,Mobile,610,The Court at Barrhaven,The Court at Barrhaven,1111 Longfields Drive,1111 Longfields Drive,Nepean,Nepean,ON,K2J 5A9,45.273279951411055,-75.73803065785629,9.0,PointAddress,100.0,66774770.200792156,46228905.87024086
40840,35064,Nepean,501,0,,Mobile,605,Carleton Lodge,Carleton Lodge,55 Lodge Road,55 Lodge Road,Nepean,Nepean,ON,K2C 3H1,45.26357674274318,-75.70709048317775,9.0,PointAddress,100.0,66661569.2521679,46140608.86168766
40841,35064,Nepean,501,0,,Mobile,605,Prince of Wales Manor,Manoir Prince of Wales,22 Barnstone Drive,22 Barnstone Drive,Nepean,Nepean,ON,K2G 2P9,45.272238772087576,-75.70615476634516,9.0,PointAddress,100.0,66652512.8011403,46146455.96651526
40842,35064,Nepean,502,0,A,Mobile,600,Lynwood Park Lodge,Lynwood Park Lodge,1 Eaton Street,"1, rue Eaton",Nepean,Nepean,ON,K2H 9P1,45.326513429107145,-75.81732995533486,9.0,PointAddress,100.0,67049021.01895862,46483999.82643323
40844,35064,Nepean,502,0,B,Mobile,600,Thorncliff Place Retirement Home,Thorncliff Place Retirement Home,1 Thorncliff Place North,1 Thorncliff Place North,Nepean,Nepean,ON,K2H 9N9,45.32848758341501,-75.81506255159005,9.0,PointAddress,99.05,67038919.12517637,46480013.385936834
40845,35064,Nepean,503,0,A,Mobile,600,Harmer House Retirement Home,Harmer House Retirement Home,848 Seyton Drive South-West,848 Seyton Drive South-West,Nepean,Nepean,ON,K2H 9G6,45.31358566273332,-75.83290554203943,9.0,PointAddress,99.05,67118092.4807316,46512022.81308846
40846,35064,Nepean,503,0,A,Mobile,600,Robertson House,Robertson House,1 Mill Hill Road,1 Mill Hill Road,Nepean,Nepean,ON,K2H 9L6,45.31685404053887,-75.84328372393131,8.0,PointAddress,100.0,67156636.43124348,46542114.825578816
40848,35064,Nepean,503,0,B,Mobile,600,Stillwater Creek Retirement Community,Stillwater Creek Retirement Community,2018 Robertson Road,2018 Robertson Road,Nepean,Nepean,ON,K2H 1C6,45.324021547522015,-75.82836037878744,8.0,PointAddress,100.0,67093687.199081935,46510218.84718768
41070,35065,Newmarket--Aurora,500,0,,Mobile,607,Barton Retirement Residence,Barton Retirement Residence,17290 Leslie Street,"17290, rue Leslie",Newmarket,Newmarket,ON,L3Y 3E1,44.06066509686077,-79.4306357376646,10.0,PointAddress,100.0,86694453.92041199,57249291.1702827
41071,35065,Newmarket--Aurora,500,0,,Mobile,607,Hamilton Place,Hamilton Place,925 Davis Drive,925 Davis Drive,Newmarket,Newmarket,ON,L3Y 8K9,44.06433817294686,-79.43831788233585,9.0,PointAddress,100.0,86744523.2517586,57287648.41111731
41072,35065,Newmarket--Aurora,501,0,,Mobile,607,Amica Retirement Residence,Amica Retirement Residence,275 Doak Lane,275 Doak Lane,Newmarket,Newmarket,ON,L3Y 0A2,44.05474621870851,-79.43505348237062,9.0,PointAddress,100.0,86729701.26512615,57261175.17231137
41073,35065,Newmarket--Aurora,501,0,,Mobile,607,The Roxborough Retirement Residence,The Roxborough Retirement Residence,1 Roxborough Road,1 Roxborough Road,Newmarket,Newmarket,ON,L3Y 2P8,44.061347849298826,-79.44912488588521,9.0,PointAddress,100.0,86821649.26911248,57331357.69112803
41074,35065,Newmarket--Aurora,502,0,,Mobile,607,Alexander Muir Retirement Residence,Alexander Muir Retirement Residence,197 Prospect Street,"197, rue Prospect",Newmarket,Newmarket,ON,L3Y 3T7,44.05371247599398,-79.453221824543,8.0,PointAddress,100.0,86856166.61261429,57339705.82693764
41075,35065,Newmarket--Aurora,502,0,,Mobile,607,Renessa Retirement Residence,Renessa Retirement Residence,270 Doak Lane,270 Doak Lane,Newmarket,Newmarket,ON,L3Y 0A5,44.05511545017031,-79.43528279952645,9.0,PointAddress,100.0,86730987.32594196,57262648.77482474
41076,35065,Newmarket--Aurora,503,0,,Mobile,606,Armitage Garden,Armitage Garden,200 Eagle Street,"200, rue Eagle",Newmarket,Newmarket,ON,L3Y 1A1,44.04738584702126,-79.46909666083748,9.0,StreetAddress,100.0,86971381.68467864,57401646.54277641
41077,35065,Newmarket--Aurora,503,0,,Mobile,606,Eagle Terrace,Eagle Terrace,329 Eagle Street,"329, rue Eagle",Newmarket,Newmarket,ON,L3Y 1K3,44.048746172369924,-79.46332537844071,9.0,PointAddress,100.0,86930215.29939936,57377914.83635814
41078,35065,Newmarket--Aurora,503,0,,Mobile,606,Newmarket Health Centre,Newmarket Health Centre,194 Eagle Street,"194, rue Eagle",Newmarket,Newmarket,ON,L3Y 1J6,44.04755388144184,-79.46858336461958,9.0,PointAddress,100.0,86967680.67260861,57399594.59225605
41079,35065,Newmarket--Aurora,504,0,,Mobile,610,Hadley Grange,Hadley Grange,16105 Yonge Street,"16105, rue Yonge",Aurora,Aurora,ON,L4G 6T6,44.019647611720195,-79.47226321184186,8.0,PointAddress,100.0,87015762.46210788,57380387.697715975
41080,35065,Newmarket--Aurora,504,0,,Mobile,610,Hollandview Trail Retirement Community,Hollandview Trail Retirement Community,200 John West Way,200 John West Way,Aurora,Aurora,ON,L4G 0E4,44.00863903162342,-79.45008594139814,9.0,PointAddress,100.0,86870744.87071946,57268753.67537456
41081,35065,Newmarket--Aurora,505,0,,Mobile,607,Mackenzie Place,Place MacKenzie,52 George Street,"52, rue George",Newmarket,Newmarket,ON,L3Y 4V3,44.05719254287614,-79.47840495951844,9.0,PointAddress,100.0,87028176.4226506,57455225.619091436
41082,35065,Newmarket--Aurora,505,0,,Mobile,607,Southlake Residential Village,Southlake Residential Village,640 Grace Street,"640, rue Grace",Newmarket,Newmarket,ON,L3Y 8V7,44.059743757660854,-79.45110351122408,9.0,PointAddress,100.0,86836637.67555846,57338030.019572146
41155,35066,Niagara Centre,60,0,A,Ordinary,601,Church of the Transfiguration,Église de la Transfiguration,320 Glenridge Avenue,"320, avenue Glenridge",St. Catharines,St. Catharines,ON,L2T 3K7,43.13416460199668,-79.23906950879989,9.0,PointAddress,100.0,86120215.88405082,55264658.09672831
41157,35066,Niagara Centre,60,0,C,Ordinary,601,"Lowenberger Residence, Room L134","Lowenberger Residence, Room L134",500 Glenridge Avenue,"500, avenue Glenridge",St. Catharines,St. Catharines,ON,L2S 3A1,43.12132199999999,-79.24346910257358,9.0,PointAddress,94.55,86159759.92415756,55266737.17401946
41158,35066,Niagara Centre,60,0,D,Ordinary,601,"Decew Residence,  Room 211","Decew Residence,  Room 211",500 Glenridge Avenue,"500, avenue Glenridge",St. Catharines,St. Catharines,ON,L2S 3A1,43.12132199999999,-79.24346910257358,9.0,PointAddress,94.55,86159759.92415756,55266737.17401946
41184,35066,Niagara Centre,86,0,A,Ordinary,606,Alexander Kuska School,École Alexander Kuska,333 Rice Road,333 Rice Road,Welland,Welland,ON,L3C 2V9,43.018181999999996,-79.27014611483592,9.0,PointAddress,100.0,86419654.20082748,55247482.21961028
41185,35066,Niagara Centre,86,0,B,Ordinary,606,Niagara College Welland Residence 1st floor,Niagara College Welland Residence 1st floor,555 First Avenue,"555, avenue First",Welland,Welland,ON,L3C 7L4,43.01746311280234,-79.26002105064751,9.0,StreetAddress,99.62,86351698.3788203,55204587.9098953
41202,35066,Niagara Centre,103,0,A,Ordinary,606,Wesley United Church,Wesley United Church,244 First Avenue,"244, avenue First",Welland,Welland,ON,L3C 1Y8,43.00582954151139,-79.26000537985092,9.0,StreetAddress,99.62,86360575.39939183,55189862.424318135
41203,35066,Niagara Centre,103,0,B,Mobile,606,Wesley-Robins,Wesley-Robins,242 First Avenue,"242, avenue First",Welland,Welland,ON,L3C 7J2,43.005775137951,-79.26000649012767,9.0,StreetAddress,99.62,86360624.90810058,55189798.46011595
41239,35066,Niagara Centre,137,0,A,Ordinary,609,Welland Arena Community Room,Salle communautaire de l'aréna de Welland,501 King Street,"501, rue King",Welland,Welland,ON,L3B 3K4,42.98067900000001,-79.25130606434239,9.0,PointAddress,100.0,86321199.32832702,55122180.97785525
41240,35066,Niagara Centre,137,0,B,Mobile,609,Welland Retirement Suites,Welland Retirement Suites,370 Hellems Avenue,"370, avenue Hellems",Welland,Welland,ON,L3B 0B5,42.98459411518263,-79.24659145181508,9.0,PointAddress,100.0,86286359.75042057,55107633.50329267
41310,35066,Niagara Centre,500,0,,Mobile,601,Extendicare Nursing Home,Centre d'accueil Extendicare,283 Pelham Road,283 Pelham Road,St. Catharines,St. Catharines,ON,L2S 1X7,43.13066750424185,-79.25890178735101,8.0,PointAddress,100.0,86256588.8256812,55342511.41136742
41311,35066,Niagara Centre,500,0,,Mobile,601,West Park Health Centre,Centre de soins West Park,103 Pelham Road,103 Pelham Road,St. Catharines,St. Catharines,ON,L2S 1S9,43.14098463252354,-79.25110312430057,9.0,PointAddress,100.0,86195984.46573554,55323111.14688447
41312,35066,Niagara Centre,501,0,,Mobile,603,Cobblestone Gardens,Maison de retraite Cobblestone Gardens,10 Ormond Street North,"10, rue Ormond Nord",Thorold,Thorold,ON,L2V 1Y7,43.125570314184294,-79.19901401009888,9.0,PointAddress,100.0,85858292.39475383,55088637.03259816
41313,35066,Niagara Centre,501,0,,Mobile,603,N.R.H. Senior's Residence,N.R.H. Senior's Residence,45 Ormond Street South,"45, rue Ormond Sud",Thorold,Thorold,ON,L2V 1Y3,43.12151899417162,-79.198929614259,9.0,PointAddress,100.0,85860849.68514596,55083216.33293037
41314,35066,Niagara Centre,501,0,,Mobile,603,Park Place Senior's Residence,Park Place Residence des Aînés,61 Ormond Street South,"61, rue Ormond Sud",Thorold,Thorold,ON,L2V 4X6,43.11979199999999,-79.19839614426628,9.0,PointAddress,100.0,85858615.79932144,55078861.13114067
41315,35066,Niagara Centre,502,0,A,Mobile,607,Seasons First Avenue,Seasons First Avenue,163 First Avenue,"163, avenue First",Welland,Welland,ON,L3C 0A3,43.00225836373301,-79.25994272799767,9.0,StreetAddress,100.0,86362908.7621096,55185102.241759926
41316,35066,Niagara Centre,502,0,A,Mobile,607,Woodlands of Sunset Lodge,Woodlands of Sunset Lodge,920 Pelham Street,"920, rue Pelham",Welland,Welland,ON,L3C 1Y5,43.016486559594235,-79.28531643533361,9.0,StreetAddress,94.38,86523845.50642654,55308392.86211345
41318,35066,Niagara Centre,502,0,B,Mobile,607,St. Charles Village,Village St. Charles,30 Nova Crescent,30 Nova Crescent,Welland,Welland,ON,L3C 6P8,42.98249616180968,-79.25719295513329,9.0,PointAddress,100.0,86359569.41222519,55148813.82392697
41319,35066,Niagara Centre,503,0,,Mobile,609,Foyer Richelieu,Centre d'accueil Richelieu,655 Tanguay Avenue,"655, avenue Tanguay",Welland,Welland,ON,L3B 6A1,42.98978049826831,-79.22398041618096,8.0,PointAddress,100.0,86130124.66524999,55020955.0585107
41320,35066,Niagara Centre,503,0,,Mobile,609,Richelieu Residence,Résidence Richelieu,649 Tanguay Avenue,"649, avenue Tanguay",Welland,Welland,ON,L3B 5W5,42.98978350548168,-79.22502794171619,8.0,PointAddress,100.0,86137161.84508114,55025268.81833983
41321,35066,Niagara Centre,503,0,,Mobile,609,Tanguay Place Residence,Résidence Tanguay Place,675 Tanguay Avenue,"675, avenue Tanguay",Welland,Welland,ON,L3B 6A1,42.989799451093006,-79.22207163722675,8.0,PointAddress,100.0,86117286.20129496,55013127.3565626
41322,35066,Niagara Centre,504,0,A,Mobile,610,Plymouth Cordage Retirement Community,Plymouth Cordage Retirement Community,110 1st Street,110 1st Street,Welland,Welland,ON,L3B 4S2,42.98303621550564,-79.24625071292053,9.0,StreetAddress,100.0,86285261.67445737,55104264.81611927
41323,35066,Niagara Centre,504,0,B,Mobile,610,Douglas H. Rapelje Lodge,Pavillon Douglas H. Rapelje,277 Plymouth Road,277 Plymouth Road,Welland,Welland,ON,L3B 6E3,42.977513462663794,-79.24610803978813,9.0,PointAddress,100.0,86288555.18690895,55096721.96186586
41325,35066,Niagara Centre,505,0,A,Mobile,610,Extended Care Unit,Extended Care Unit,65 Third Street,"65, rue Third",Welland,Welland,ON,L3B 4W6,42.980699682514924,-79.2490900856477,9.0,StreetAddress,100.0,86306222.9330631,55113050.32430352
41327,35066,Niagara Centre,505,0,B,Mobile,610,Northland Pointe Long Term Care Facility,Soin Prolongé Pointe Northland,2 Fielden Avenue,"2, avenue Fielden",Port Colborne,Port Colborne,ON,L3K 6G4,42.87937752491671,-79.25758977741569,9.0,StreetAddress,100.0,86441694.57536143,55020431.77404358
41328,35066,Niagara Centre,506,0,,Mobile,612,Garden Terrace,Garden Terrace,302 Elgin Street,"302, rue Elgin",Port Colborne,Port Colborne,ON,L3K 6A3,42.88830151673533,-79.26264152983438,10.0,PointAddress,100.0,86469023.12351654,55052550.63458797
41329,35066,Niagara Centre,506,0,,Mobile,612,Portal Village Retirement Home,Maison de retraite Portal Village,300 Elgin Street,"300, rue Elgin",Port Colborne,Port Colborne,ON,L3K 6A3,42.88831252784383,-79.261659,9.0,PointAddress,100.0,86462361.5221857,55048505.68512129
41358,35067,Niagara Falls,15,0,A,Ordinary,600,Bethany Mennonite Church,Bethany Mennonite Church,572 East West Line,572 East West Line,Virgil,Virgil,ON,L0S 1T0,43.23349650043268,-79.12598288926077,9.0,PointAddress,99.79,85290691.67123736,54924635.198005535
41359,35067,Niagara Falls,15,0,B,Mobile,600,Pleasant Manor Retirement Village,Pleasant Manor Retirement Village,15 Elden Street,"15, rue Elden",Virgil,Virgil,ON,L0S 1T0,43.22700222093021,-79.12100639107842,9.0,PointAddress,100.0,85262896.59807917,54896320.517640635
41361,35067,Niagara Falls,15,0,C,Mobile,600,Pleasant Manor Retirement Village,Pleasant Manor Retirement Village,15 Elden Street,"15, rue Elden",Virgil,Virgil,ON,L0S 1T0,43.22700222093021,-79.12100639107842,9.0,PointAddress,100.0,85262896.59807917,54896320.517640635
41363,35067,Niagara Falls,15,0,D,Mobile,600,Pleasant Manor Retirement Village,Pleasant Manor Retirement Village,15 Elden Street,"15, rue Elden",Virgil,Virgil,ON,L0S 1T0,43.22700222093021,-79.12100639107842,9.0,PointAddress,100.0,85262896.59807917,54896320.517640635
41592,35067,Niagara Falls,500,0,,Mobile,600,Chateau Gardens,Château Gardens,120 Wellington Street,"120, rue Wellington",Niagara on the Lake,Niagara on the Lake,ON,L0S 1J0,43.255060177621395,-79.06596744918934,9.0,PointAddress,100.0,84880784.64032385,54708356.49846659
41593,35067,Niagara Falls,500,0,,Mobile,600,Upper Canada Lodge,Centre d'accueil Upper Canada,272 Wellington Street,"272, rue Wellington",Niagara on the Lake,Niagara on the Lake,ON,L0S 1J0,43.25122829418902,-79.06957576322942,9.0,PointAddress,100.0,84907248.21531469,54718158.77723493
41594,35067,Niagara Falls,501,0,,Mobile,600,Heritage Place,Heritage Place,1743 Four Mile Creek Road,1743 Four Mile Creek Road,Virgil,Virgil,ON,L0S 1T0,43.2268552245369,-79.12441131187663,8.0,PointAddress,100.0,85285435.43952572,54909983.48272851
41595,35067,Niagara Falls,501,0,,Mobile,600,Pleasant Manor Retirement Village,Pleasant Manor Retirement Village,15 Elden Street,"15, rue Elden",Virgil,Virgil,ON,L0S 1T0,43.22700222093021,-79.12100639107842,9.0,PointAddress,100.0,85262896.59807917,54896320.517640635
41596,35067,Niagara Falls,502,0,,Mobile,604,Meadows of Dorchester,Meadows of Dorchester,6623 Kalar Road,6623 Kalar Road,Niagara Falls,Niagara Falls,ON,L2H 1T3,43.07904952400603,-79.13575858713631,9.0,PointAddress,100.0,85473624.3693387,54772103.4714667
41597,35067,Niagara Falls,502,0,,Mobile,604,Stamford Estates,Stamford Estates,3900 Portage Road,3900 Portage Road,Niagara Falls,Niagara Falls,ON,L2J 4L8,43.1166027932367,-79.09929298866129,8.0,PointAddress,100.0,85204648.51716831,54671165.153755985
41598,35067,Niagara Falls,503,0,,Mobile,607,Greycliff Manor,Manoir Greycliff,8158 Lundy's Lane,8158 Lundy's Lane,Niagara Falls,Niagara Falls,ON,L2H 1H1,43.08885448788188,-79.13440838773155,9.0,PointAddress,100.0,85457193.95484287,54778840.09867166
41599,35067,Niagara Falls,503,0,,Mobile,607,Lundy Manor Retirement Centre,Centre pour retraités Lundy Manor,7860 Lundy's Lane,7860 Lundy's Lane,Niagara Falls,Niagara Falls,ON,L2H 1H1,43.08893849509525,-79.12823005536961,9.0,PointAddress,100.0,85416321.36561337,54753872.06928018
41600,35067,Niagara Falls,504,0,,Mobile,608,Queenston Place Retirement Residence,Queenston Place Retirement Residence,6440 Valley Way,6440 Valley Way,Niagara Falls,Niagara Falls,ON,L2E 7E3,43.09750897446477,-79.1025703418839,8.0,PointAddress,100.0,85240761.65365674,54660679.48156524
41601,35067,Niagara Falls,504,0,,Mobile,608,Valley Park Lodge,Centre d'accueil Valley Park,6400 Valley Way,6400 Valley Way,Niagara Falls,Niagara Falls,ON,L2E 7E3,43.09828060055437,-79.10136701566746,9.0,PointAddress,100.0,85232265.5100748,54656778.770940855
41602,35067,Niagara Falls,505,0,,Mobile,610,Eventide Home,Eventide Home,5050 Jepson Street,"5050, rue Jepson",Niagara Falls,Niagara Falls,ON,L2E 1K5,43.10034655669728,-79.07777889494491,9.0,PointAddress,100.0,85076031.04710634,54564286.04925647
41603,35067,Niagara Falls,505,0,,Mobile,610,River Road Retirement Residence,River Road Retirement Residence,4067 River Road,4067 River Road,Niagara Falls,Niagara Falls,ON,L2E 3E6,43.11434982012826,-79.06257020598387,9.0,PointAddress,100.0,84965987.69292185,54520543.21990427
41604,35067,Niagara Falls,506,0,,Mobile,610,Cavendish Manor Retirement Home,Centre d'accueil Cavendish,5781 Dunn Street,"5781, rue Dunn",Niagara Falls,Niagara Falls,ON,L2G 2N9,43.07901346826104,-79.08885088496159,9.0,PointAddress,100.0,85164817.00801843,54582375.926237896
41605,35067,Niagara Falls,506,0,,Mobile,610,Résidence Joie de Vivre,Résidence Joie de Vivre,5800 Dixon Street,"5800, rue Dixon",Niagara Falls,Niagara Falls,ON,L2G 2L1,43.08088552784384,-79.08988925422706,9.0,PointAddress,100.0,85170198.69660123,54588882.37664734
41606,35067,Niagara Falls,507,0,,Mobile,607,Millennium Trail Manor,Millennium Trail Manor,6861 Oakwod Drive,6861 Oakwod Drive,Niagara Falls,Niagara Falls,ON,L2E 6S5,43.07552369891475,-79.11734603240187,8.0,PointAddress,91.54,85354792.26643157,54693075.489869535
41607,35067,Niagara Falls,507,0,,Mobile,607,Oakwood Park Lodge,Oakwood Park Lodge,6747 Oakwood Drive,6747 Oakwood Drive,Niagara Falls,Niagara Falls,ON,L2E 6S5,43.07696114654623,-79.11716898715981,9.0,PointAddress,94.29,85352527.03224398,54694147.810335584
41608,35067,Niagara Falls,508,0,,Mobile,612,Bella Senior Care Residence,Bella Senior Care Residence,8720 Willoughby Drive,8720 Willoughby Drive,Niagara Falls,Niagara Falls,ON,L2G 6X7,43.050815507357605,-79.04616205669728,8.0,PointAddress,100.0,84907353.69038114,54376203.14049001
41609,35067,Niagara Falls,508,0,,Mobile,612,Willoughby Manor Retirement Home,Willoughby Manor Retirement Home,3584 Bridgewater Street,"3584, rue Bridgewater",Niagara Falls,Niagara Falls,ON,L2G 6H1,43.06143481845483,-79.0491395817129,9.0,PointAddress,100.0,84918678.1129038,54401243.63080446
41610,35067,Niagara Falls,509,0,A,Mobile,615,Garrison Place,Garrison Place,373 Garrison Road,373 Garrison Road,Fort Erie,Fort Erie,ON,L2A 1N1,42.90542483236274,-78.92926877362551,9.0,StreetAddress,100.0,84263058.92227748,53735608.71561789
41611,35067,Niagara Falls,509,0,A,Mobile,615,Gilmore Lodge,Gilmore Lodge,50 Gilmore Road,50 Gilmore Road,Fort Erie,Fort Erie,ON,L2A 2M1,42.92064073616503,-78.91394209133303,9.0,StreetAddress,100.0,84153864.56455554,53694553.43540228
41613,35067,Niagara Falls,510,0,,Mobile,614,Crescent Park Lodge,Crescent Park Lodge,4 Hagey Avenue,"4, avenue Hagey",Fort Erie,Fort Erie,ON,L2A 5M5,42.91063935772427,-78.92306704818492,9.0,PointAddress,100.0,84219546.94277532,53717827.47358265
41614,35067,Niagara Falls,510,0,,Mobile,614,Maple Park Lodge,Maple Park Lodge,6 Hagey Avenue,"6, avenue Hagey",Fort Erie,Fort Erie,ON,L2A 1W4,42.91094287912062,-78.92309093889659,9.0,StreetAddress,100.0,84219472.12302794,53718292.87609453
41739,35068,Niagara West,107,0,A,Ordinary,603,The Village Square Unit #24,The Village Square Unit #24,249 St. Catharines Street,"249, rue St. Catharines",Smithville,Smithville,ON,L0R 2A0,43.09440871311034,-79.53875723596344,8.0,PointAddress,99.14,88222694.70147263,56487832.389939025
41740,35068,Niagara West,107,0,B,Mobile,603,Legion Villa,Legion Villa,161 Mill Street,"161, rue Mill",Smithville,Smithville,ON,L0R 2A0,43.09598456391065,-79.54353077032722,9.0,PointAddress,100.0,88255354.87792666,56510703.43850654
41802,35068,Niagara West,500,0,,Mobile,602,Deer Park Villa,Deer Park Villa,150 Central Avenue,"150, avenue Central",Grimsby,Grimsby,ON,L3M 4Z3,43.19078355886165,-79.54135137053487,9.0,PointAddress,100.0,88164635.35582356,56623403.70034303
41803,35068,Niagara West,500,0,,Mobile,602,Maplecrest Village,Village Maplecrest,85 Main Street East,"85, rue Main Est",Grimbsy,Grimbsy,ON,L3M 1N6,43.19082091817154,-79.55522316039604,8.0,PointAddress,98.65,88263181.63482468,56684234.87965704
41804,35068,Niagara West,500,0,,Mobile,602,West Lincoln Memorial Hospital B Ward,West Lincoln Memorial Hospital B Ward,169 Main Street East,"169, rue Main Est",Grimbsy,Grimbsy,ON,L3M 1P3,43.18763104195251,-79.54224401260905,9.0,PointAddress,98.65,88173476.23166145,56623247.65544618
41805,35068,Niagara West,501,0,,Mobile,606,Lincoln Lodge,Lincoln Lodge,3429 Rittenhouse Road,3429 Rittenhouse Road,Vineland,Vineland,ON,L0R 2C0,43.15501347157924,-79.39455052706442,9.0,PointAddress,100.0,87164470.40017775,55943869.98159154
41806,35068,Niagara West,501,0,,Mobile,606,"Orchard View Apartments,UnitedMennoniteHome","Orchard View Apartments,UnitedMennoniteHome",4020 Twenty Third Street,"4020, rue Twenty Third",Vineland,Vineland,ON,L0R 2C0,43.15566511649428,-79.38787141409856,9.0,StreetAddress,100.0,87117803.41140948,55916274.25536171
41807,35068,Niagara West,501,0,,Mobile,606,The Orchards Retirement Residence,The Orchards Retirement Residence,3421 Frederick Avenue,"3421, avenue Frederick",Vineland,Vineland,ON,L0R 2C0,43.159369806307126,-79.39500093424303,9.0,PointAddress,100.0,87164169.70913014,55951333.31890817
41808,35068,Niagara West,501,0,,Mobile,606,United Mennonite Home,United Mennonite Home,4020 Twenty Third Street,"4020, rue Twenty Third",Vineland,Vineland,ON,L0R 2C0,43.15566511649428,-79.38787141409856,9.0,StreetAddress,100.0,87117803.41140948,55916274.25536171
41809,35068,Niagara West,501,0,,Mobile,606,United Mennonite Home,United Mennonite Home,4024 Twenty Third Street,"4024, rue Twenty Third",Vineland,Vineland,ON,L0R 2C0,43.155809205277045,-79.38788223626227,9.0,StreetAddress,100.0,87117765.26503104,55916503.59071599
41810,35068,Niagara West,502,0,,Mobile,610,Lookout Ridge Retirement Community,Lookout Ridge Retirement Community,1505 Lookout Street,"1505, rue Lookout",Fonthill,Fonthill,ON,L0S 1E0,43.04425422453689,-79.30066343565761,8.0,PointAddress,100.0,86606680.5720806,55407455.17047188
41811,35068,Niagara West,502,0,,Mobile,610,"Niagara Health System, St. Catherines","Niagara Health System, St. Catherines",1200 Fourth Avenue,"1200, avenue Fourth",St. Catharines,St. Catharines,ON,L2S 0A9,43.15498800000006,-79.27972999999996,9.0,PostalExt,96.77,86378600.91760035,55459860.22888052
41812,35068,Niagara West,503,0,,Mobile,610,Legion Villa,Legion Villa,161 Mill Street,"161, rue Mill",Smithville,Smithville,ON,L0R 2A0,43.09598456391065,-79.54353077032722,9.0,PointAddress,100.0,88255354.87792666,56510703.43850654
